"user_id","text","hashtags","location","followers_count"
"x700629655817056256","What it’s like arriving as a tourist in Thailand now, from tests to passes and the costs involved https://t.co/4pfkJNgWZ5 #travel","travel","",254
"x69178458","Steaming off to Ayutthaya to mark 125 years of rail travel in Thailand https://t.co/IWUVlfomiM",,"Bangkok, Thailand",4467
"x1374110538242924545","@jf_nft @amanuel4sileshi Covid fcuked everything travel related, and beyond. I was supposed to go to a Philippines 2 years ago from Vietnam but couldn’t, my visa in VN was expiring so I stayed in Thailand for the lockdown. Can’t complain, it was lovely but Phil still wait for me. Good luck with <U+0001F1EA><U+0001F1F9>!",,"England, United Kingdom",3572
"x40284750","137 Pillars House, Chiang Mai, Thailand | HOTEL REVIEW #LuxuryTravel #Travel #Luxury #LuxuryHotel https://t.co/fHjUR3olAz","LuxuryTravel Travel Luxury LuxuryHotel","Hong Kong",4837
"x40284750","Announcing Rosewood Residences Kamala, Phuket, Thailand #LuxuryTravel #Travel #Luxury #LuxuryHotel https://t.co/ka0Ty5qKRj","LuxuryTravel Travel Luxury LuxuryHotel","Hong Kong",4837
"x40284750","Banyan Tree unveils new resort in Krabi, Thailand #LuxuryTravel #Travel #Luxury #LuxuryHotel https://t.co/xMGUy8OCpI","LuxuryTravel Travel Luxury LuxuryHotel","Hong Kong",4837
"x40284750","Top 5 luxury resorts in Phuket, Thailand #LuxuryTravel #Travel #Luxury #LuxuryHotel https://t.co/imDynMGlmH","LuxuryTravel Travel Luxury LuxuryHotel","Hong Kong",4837
"x40284750","Announcing Rosewood Residences Kamala, Phuket, Thailand #LuxuryTravel #Travel #Luxury #LuxuryHotel https://t.co/ka0Ty5qKRj","LuxuryTravel Travel Luxury LuxuryHotel","Hong Kong",4837
"x40284750","Andara Resort &amp; Villas, Phuket, Thailand | HOTEL REVIEW #LuxuryTravel #Travel #Luxury #LuxuryHotel https://t.co/kYPjgzonEz","LuxuryTravel Travel Luxury LuxuryHotel","Hong Kong",4837
"x40284750","Banyan Tree unveils new resort in Krabi, Thailand #LuxuryTravel #Travel #Luxury #LuxuryHotel https://t.co/xMGUy8wtbA","LuxuryTravel Travel Luxury LuxuryHotel","Hong Kong",4837
"x40284750","Andara Resort &amp; Villas, Phuket, Thailand | HOTEL REVIEW #LuxuryTravel #Travel #Luxury #LuxuryHotel https://t.co/kYPjgzGwSH","LuxuryTravel Travel Luxury LuxuryHotel","Hong Kong",4837
"x40284750","Top 5 luxury resorts in Phuket, Thailand #LuxuryTravel #Travel #Luxury #LuxuryHotel https://t.co/imDynMYuAP","LuxuryTravel Travel Luxury LuxuryHotel","Hong Kong",4837
"x40284750","Announcing Rosewood Residences Kamala, Phuket, Thailand #LuxuryTravel #Travel #Luxury #LuxuryHotel https://t.co/ka0Ty5HNTj","LuxuryTravel Travel Luxury LuxuryHotel","Hong Kong",4837
"x40284750","Banyan Tree unveils new resort in Krabi, Thailand #LuxuryTravel #Travel #Luxury #LuxuryHotel https://t.co/xMGUy8OCpI","LuxuryTravel Travel Luxury LuxuryHotel","Hong Kong",4837
"x40284750","137 Pillars House, Chiang Mai, Thailand | HOTEL REVIEW #LuxuryTravel #Travel #Luxury #LuxuryHotel https://t.co/fHjUR3olAz","LuxuryTravel Travel Luxury LuxuryHotel","Hong Kong",4837
"x40284750","Top 5 luxury resorts in Phuket, Thailand #LuxuryTravel #Travel #Luxury #LuxuryHotel https://t.co/imDynMYuAP","LuxuryTravel Travel Luxury LuxuryHotel","Hong Kong",4837
"x40284750","Top 5 luxury resorts in Phuket, Thailand #LuxuryTravel #Travel #Luxury #LuxuryHotel https://t.co/imDynMYuAP","LuxuryTravel Travel Luxury LuxuryHotel","Hong Kong",4837
"x1359146606","@DBarkdull The TAT are not a government ministry and so have no say in any entry rules for Thailand. Their only job is to promote travel.",,"Nakhon Nowhere",4851
"x1560978026","3 years ago today was our first day in Thailand… I can’t wait to travel again",," <U+2736>  libra  <U+263E> bad bitch ",917
"x827439407628111874","Thailand is beautiful <U+0001F3DD><U+2744>

<U+0001F4F8> share by @lalago24 

Join us on Youtube: https://t.co/hNgx8IT5DZ 

Free play to earn NFT game 

Nine Chronicles: https://t.co/vZkTlEggLK 

Gods Unchained: https://t.co/sQQUCo9yev 

#nature #photography #travel #nftgame https://t.co/XNmE76fYf9","nature photography travel nftgame","United Kingdom",1724
"x27401764","Panoramic Executive Suite (Millennium Hilton Hotel, Bangkok)
https://t.co/u1JMIzv4NU

#travel #bangkok #thailand #hilton #chaophraya #river #vacation #hotels","travel bangkok thailand hilton chaophraya river vacation hotels","ÜT: 14.628474,121.122954",43
"x20490692","Was planning to head back to Thailand this week with all my travel documents  intact, but gotta delay a week or so. Now I have to reapply for all my travel approvals. Just silly Thai regulations. No wonder they’re missing tourist arrival targets by about 95%.",,"East Region, Singapore",38
"x2736828818","The devastating effects of COVID on Thailand https://t.co/aiJB9fUHvP",,"",8
"x995441471938580481","On #Saturday #FiveWays to Travel more #Responsibly in #Thailand. #KnowTrap #SmartTraveller #SaturdaySelection #GoLive #LoveBangkok Live on #YouTube: https://t.co/HP7PZ46PdD https://t.co/09naIpNM2l","Saturday FiveWays Responsibly Thailand KnowTrap SmartTraveller SaturdaySelection GoLive LoveBangkok YouTube","United Kingdom",145
"x995441471938580481","On #Sunday #FiveWays to Travel more #Responsibly in #Thailand. #KnowTrap #SmartTraveller #SaturdaySelection #GoLive #LoveBangkok Live on #YouTube: https://t.co/HP7PZ46PdD https://t.co/daau95SeTV","Sunday FiveWays Responsibly Thailand KnowTrap SmartTraveller SaturdaySelection GoLive LoveBangkok YouTube","United Kingdom",145
"x1030660002438995968","Life is short. Travel through Thailand. Take a long drive. But remember,  happiness is a choice.",,"Where you'd rather be",14
"x1030660002438995968","We all got problems, people! Travel through Thailand. Swim in the sea. But remember,  happiness is a choice.",,"Where you'd rather be",14
"x1030660002438995968","The world is WIDE. Travel through Thailand. Take a long drive. We are just passing ships in the night.",,"Where you'd rather be",14
"x1030660002438995968","The world is WIDE. Travel through Thailand. Buy a turtle. Or, just look at the world around you-isn't it amazing?",,"Where you'd rather be",14
"x1030660002438995968","We all got problems, people! Travel through Thailand. Buy a turtle. But remember,  happiness is a choice.",,"Where you'd rather be",14
"x1030660002438995968","We all got problems, people! Travel through Thailand. Take a long drive. Or, just look at the world around you-isn't it amazing?",,"Where you'd rather be",14
"x1030660002438995968","Take a chance. Travel through Thailand. Take a long drive. Or, just look at the world around you-isn't it amazing?",,"Where you'd rather be",14
"x1030660002438995968","Life is short. Travel through Thailand. Swim in the sea. Or, just look at the world around you-isn't it amazing?",,"Where you'd rather be",14
"x1030660002438995968","Life is short. Travel through Thailand. Swim in the sea. But remember,  happiness is a choice.",,"Where you'd rather be",14
"x1030660002438995968","Life is short. Travel through Thailand. Take a long drive. We are just passing ships in the night.",,"Where you'd rather be",14
"x1030660002438995968","Take a chance. Travel through Thailand. Buy a turtle. But remember,  happiness is a choice.",,"Where you'd rather be",14
"x1030660002438995968","We all got problems, people! Travel through Thailand. Take a long drive. We are just passing ships in the night.",,"Where you'd rather be",14
"x1030660002438995968","The world is WIDE. Travel through Thailand. Buy a turtle. But remember,  happiness is a choice.",,"Where you'd rather be",14
"x1030660002438995968","The world is WIDE. Travel through Thailand. Buy a turtle. Or, just look at the world around you-isn't it amazing?",,"Where you'd rather be",14
"x1030660002438995968","Take a chance. Travel through Thailand. Buy a turtle. We are just passing ships in the night.",,"Where you'd rather be",14
"x1030660002438995968","Life is short. Travel through Thailand. Buy a turtle. But remember,  happiness is a choice.",,"Where you'd rather be",14
"x1030660002438995968","Take a chance. Travel through Thailand. Swim in the sea. We are just passing ships in the night.",,"Where you'd rather be",14
"x1030660002438995968","Life is short. Travel through Thailand. Swim in the sea. Or, just look at the world around you-isn't it amazing?",,"Where you'd rather be",14
"x1030660002438995968","Life is short. Travel through Thailand. Swim in the sea. Or, just look at the world around you-isn't it amazing?",,"Where you'd rather be",14
"x1030660002438995968","We all got problems, people! Travel through Thailand. Buy a turtle. Or, just look at the world around you-isn't it amazing?",,"Where you'd rather be",14
"x450766460","Lunar New Year #travel #events #china #indonesia #malaysia #thailand #myanmar #vietnam https://t.co/k3IRAyYYZB https://t.co/yaO6TdvxSu","travel events china indonesia malaysia thailand myanmar vietnam","Fairfax, VA",1366
"x450766460","New Year's Around the World #travel #travelblog #events #holidays #peru #thailand #france #germany #egypt #japan https://t.co/VsEzdMvk12 https://t.co/oQGlBeDlCd","travel travelblog events holidays peru thailand france germany egypt japan","Fairfax, VA",1366
"x1246218615856214023","Thailand will ease some entry requirements for foreign visitors as it balances a rising number of coronavirus cases with the need to rebuild its pandemic-damaged economy, the government announced Wednesday. https://t.co/J4IyeRNxoQ https://t.co/no3k5e7XI4",,"Houston, TX",23
"x1376541851486928904","Thailand holidays: Why this dreamy stretch of Phuket is the cultured side of a holiday hotspot https://t.co/0QXI2rHP1w",,"Minneapolis, MN",4
"x1206314836340199424","King and Queen attend Emerald Buddha change of attire ceremony. #Thailand #Bangkok #Phuket #Samui #Pattaya #Ayutthaya #ChiangMai #covid19 #coronavirus #sandbox #travel #tourism #tour #trip #reopen #omicron #Emerald #Buddha https://t.co/gK2HhpZzyi","Thailand Bangkok Phuket Samui Pattaya Ayutthaya ChiangMai covid19 coronavirus sandbox travel tourism tour trip reopen omicron Emerald Buddha","Germany",805
"x1206314836340199424","Wildlife at Krabi beach from Leonardo DiCaprio film recovers from tourist overrun. #Thailand #Bangkok #Phuket #Samui #Pattaya #Ayutthaya #ChiangMai #covid19 #coronavirus #sandbox #travel #tourism #tour #trip #reopen #omicron #Krabi #Maya #Bay  https://t.co/fXXTE34gaL","Thailand Bangkok Phuket Samui Pattaya Ayutthaya ChiangMai covid19 coronavirus sandbox travel tourism tour trip reopen omicron Krabi Maya Bay","Germany",805
"x1206314836340199424","Thailand records 26,234 Covid-19 cases and 67 deaths on Saturday. #Thailand #Bangkok #Phuket #Samui #Pattaya #Ayutthaya #ChiangMai #covid19 #coronavirus #sandbox #travel #tourism #tour #trip #reopen #omicron https://t.co/xK4pK8VSlL","Thailand Bangkok Phuket Samui Pattaya Ayutthaya ChiangMai covid19 coronavirus sandbox travel tourism tour trip reopen omicron","Germany",805
"x1206314836340199424","TAT launches new ‘Monopoly: Phuket Edition’ board game. #Thailand #Bangkok #Phuket #Samui #Pattaya #Ayutthaya #ChiangMai #covid19 #coronavirus #sandbox #travel #tourism #tour #trip #reopen #omicron #Monopoly https://t.co/njTdcR8owk","Thailand Bangkok Phuket Samui Pattaya Ayutthaya ChiangMai covid19 coronavirus sandbox travel tourism tour trip reopen omicron Monopoly","Germany",805
"x1206314836340199424","77% of Thais expect Covid infections to surge during Songkran. #Thailand #Bangkok #Phuket #Samui #Pattaya #Ayutthaya #ChiangMai #covid19 #coronavirus #sandbox #travel #tourism #tour #trip #reopen #omicron https://t.co/DmNvxN5gJB","Thailand Bangkok Phuket Samui Pattaya Ayutthaya ChiangMai covid19 coronavirus sandbox travel tourism tour trip reopen omicron","Germany",805
"x1206314836340199424","Do you believe this ranking? (Thailand ranks 61 in annual happiness index). #Thailand #Bangkok #Phuket #Samui #Pattaya #Ayutthaya #ChiangMai #covid19 #coronavirus #sandbox #travel #tourism #tour #trip #reopen #omicron #happy #happiness https://t.co/6hj2xiFQ8g","Thailand Bangkok Phuket Samui Pattaya Ayutthaya ChiangMai covid19 coronavirus sandbox travel tourism tour trip reopen omicron happy happiness","Germany",805
"x1206314836340199424","BMA and CCSA will meet Monday, decide on Songkran water splashing in Bangkok. #Thailand #Bangkok #Phuket #Samui #Pattaya #Ayutthaya #ChiangMai #covid19 #coronavirus #sandbox #travel #tourism #tour #trip #reopen #omicron #Songkran  https://t.co/aPYFQ8vLa6","Thailand Bangkok Phuket Samui Pattaya Ayutthaya ChiangMai covid19 coronavirus sandbox travel tourism tour trip reopen omicron Songkran","Germany",805
"x1206314836340199424","Thailand records 21,382 Covid-19 cases and 83 deaths on Tuesday. #Thailand #Bangkok #Phuket #Samui #Pattaya #Ayutthaya #ChiangMai #covid19 #coronavirus #sandbox #travel #tourism #tour #trip #reopen #omicron https://t.co/m1eWDN587M","Thailand Bangkok Phuket Samui Pattaya Ayutthaya ChiangMai covid19 coronavirus sandbox travel tourism tour trip reopen omicron","Germany",805
"x1206314836340199424","Thailand records 24,996 Covid-19 cases and 84 deaths on Sunday. #Thailand #Bangkok #Phuket #Samui #Pattaya #Ayutthaya #ChiangMai #covid19 #coronavirus #sandbox #travel #tourism #tour #trip #reopen #omicron https://t.co/9sKQB6cUd7","Thailand Bangkok Phuket Samui Pattaya Ayutthaya ChiangMai covid19 coronavirus sandbox travel tourism tour trip reopen omicron","Germany",805
"x1206314836340199424","Songkran to test Covid-19 curbs Songkran to test Covid-19 curbs. #Thailand #Bangkok #Phuket #Samui #Pattaya #Ayutthaya #ChiangMai #covid19 #coronavirus #sandbox #travel #tourism #tour #trip #reopen #omicron #Songkran https://t.co/L9NzM0kt3M","Thailand Bangkok Phuket Samui Pattaya Ayutthaya ChiangMai covid19 coronavirus sandbox travel tourism tour trip reopen omicron Songkran","Germany",805
"x1206314836340199424","UNESCO awards Petchaburi culinary scene, now it’s a hotspot in Thailand. #Thailand #Bangkok #Phuket #Samui #Pattaya #Ayutthaya #ChiangMai #covid19 #coronavirus #sandbox #travel #tourism #tour #trip #reopen #omicron #Petchaburi  https://t.co/1k5c9PJyHY","Thailand Bangkok Phuket Samui Pattaya Ayutthaya ChiangMai covid19 coronavirus sandbox travel tourism tour trip reopen omicron Petchaburi","Germany",805
"x1206314836340199424","AirAsia to resume Malaysia-Thailand flights, open 3 routes in April and May. #Thailand #Bangkok #Phuket #Samui #Pattaya #Ayutthaya #ChiangMai #covid19 #coronavirus #sandbox #travel #tourism #tour #trip #reopen #omicron #AirAsia #Malaysia https://t.co/75BVZv2FUH","Thailand Bangkok Phuket Samui Pattaya Ayutthaya ChiangMai covid19 coronavirus sandbox travel tourism tour trip reopen omicron AirAsia Malaysia","Germany",805
"x1206314836340199424","Old Bangkok lights path out of pandemic with eye-popping 'Awakening' street illuminations. #Thailand #Bangkok #Phuket #Samui #Pattaya #Ayutthaya #ChiangMai #covid19 #coronavirus #sandbox #travel #tourism #tour #trip #reopen #omicron https://t.co/fUyvIexiEK","Thailand Bangkok Phuket Samui Pattaya Ayutthaya ChiangMai covid19 coronavirus sandbox travel tourism tour trip reopen omicron","Germany",805
"x1206314836340199424","Foreign affairs ministry reminds tourists Thailand’s land borders mostly still closed. #Thailand #Bangkok #Phuket #Samui #Pattaya #Ayutthaya #ChiangMai #covid19 #coronavirus #sandbox #travel #tourism #tour #trip #reopen #omicron https://t.co/PHs3xQRvKI","Thailand Bangkok Phuket Samui Pattaya Ayutthaya ChiangMai covid19 coronavirus sandbox travel tourism tour trip reopen omicron","Germany",805
